ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688480.SH,2022-11-25,25.53,27.26,23.74,24.14,18.14,6.0,33.08,156466.56,417971.15
688480.SH,2022-11-28,24.49,24.87,21.73,21.75,24.14,-2.3900000000000006,-9.9,94926.11,226508.738
688480.SH,2022-11-29,21.86,22.94,21.56,22.27,21.75,0.5199999999999996,2.39,76303.83,181074.988
688480.SH,2022-11-30,22.28,23.34,22.13,22.46,22.27,0.19000000000000128,0.85,70030.39,168820.497
688480.SH,2022-12-01,23.26,27.26,23.26,26.21,22.46,3.75,16.7,106603.72,285456.957
688480.SH,2022-12-02,25.91,28.07,25.23,25.98,26.21,-0.23000000000000043,-0.88,77527.19,217950.709
688480.SH,2022-12-05,26.48,26.95,25.28,26.45,25.98,0.46999999999999886,1.81,59121.88,163004.372
688480.SH,2022-12-06,27.0,28.83,26.46,27.63,26.45,1.1799999999999997,4.46,61997.98,181853.457
688480.SH,2022-12-07,27.03,27.38,25.77,26.48,27.63,-1.1499999999999986,-4.16,43504.15,121424.544
688480.SH,2022-12-08,26.62,27.42,25.46,25.82,26.48,-0.6600000000000001,-2.49,30927.01,86239.704
688480.SH,2022-12-09,26.09,26.76,25.31,25.66,25.82,-0.16000000000000014,-0.62,28974.45,79103.265
688480.SH,2022-12-12,25.35,26.29,25.12,25.6,25.66,-0.05999999999999872,-0.23,21919.37,59210.188
688480.SH,2022-12-13,25.53,25.65,24.46,24.8,25.6,-0.8000000000000007,-3.13,26603.48,70034.786
688480.SH,2022-12-14,24.61,25.13,24.42,24.75,24.8,-0.05000000000000071,-0.2,12999.8,33981.467
688480.SH,2022-12-15,24.75,25.12,24.52,24.94,24.75,0.19000000000000128,0.77,9933.6,26048.563
688480.SH,2022-12-16,24.69,24.85,23.53,23.56,24.94,-1.3800000000000026,-5.53,24837.48,63042.253
688480.SH,2022-12-19,23.59,23.85,23.18,23.52,23.56,-0.03999999999999915,-0.17,11335.72,28152.237
688480.SH,2022-12-20,23.27,23.6,22.58,22.92,23.52,-0.5999999999999979,-2.55,13192.79,32226.727
688480.SH,2022-12-21,22.97,23.97,22.68,23.15,22.92,0.22999999999999687,1.0,15180.14,37478.584
688480.SH,2022-12-22,23.43,23.43,21.82,21.93,23.15,-1.2199999999999989,-5.27,11315.4,26720.571
688480.SH,2022-12-23,22.0,22.0,21.28,21.45,21.93,-0.4800000000000004,-2.19,6041.77,13806.843
688480.SH,2022-12-26,21.63,22.7,21.45,22.5,21.45,1.0500000000000007,4.9,8723.16,20589.127
688480.SH,2022-12-27,22.77,22.77,22.21,22.37,22.5,-0.129999999999999,-0.58,5929.46,14046.691
688480.SH,2022-12-28,22.22,22.33,21.0,21.14,22.37,-1.2300000000000004,-5.5,12431.11,28172.925
688480.SH,2022-12-29,21.14,21.47,20.9,21.0,21.14,-0.14000000000000057,-0.66,5571.27,12446.165
688480.SH,2022-12-30,20.99,21.18,20.71,20.92,21.0,-0.0799999999999983,-0.38,6060.5,13391.182
688480.SH,2023-01-03,20.92,22.6,20.8,22.33,20.92,1.4099999999999966,6.74,15200.67,34922.286
688480.SH,2023-01-04,22.51,22.56,21.68,22.41,22.33,0.08000000000000185,0.36,11139.59,26183.016
688480.SH,2023-01-05,22.41,22.66,21.85,22.51,22.41,0.10000000000000142,0.45,12309.84,28980.088
688480.SH,2023-01-06,22.27,23.43,22.27,22.89,22.51,0.379999999999999,1.69,11206.98,27022.879
688480.SH,2023-01-09,22.89,22.89,22.15,22.29,22.89,-0.6000000000000014,-2.62,9471.65,22436.588
688480.SH,2023-01-10,22.46,22.46,21.76,21.86,22.29,-0.4299999999999997,-1.93,7978.85,18563.675
688480.SH,2023-01-11,21.97,21.97,21.38,21.45,21.86,-0.41000000000000014,-1.88,8063.39,18358.29
688480.SH,2023-01-12,21.41,21.56,21.22,21.34,21.45,-0.10999999999999943,-0.51,6193.5,13977.933
688480.SH,2023-01-13,21.42,21.42,21.12,21.19,21.34,-0.14999999999999858,-0.7,5529.76,12423.865
688480.SH,2023-01-16,21.18,21.85,21.17,21.43,21.19,0.23999999999999844,1.13,7115.74,16143.299
688480.SH,2023-01-17,21.61,21.66,21.28,21.35,21.43,-0.0799999999999983,-0.37,4735.24,10741.951
688480.SH,2023-01-18,21.47,21.67,21.3,21.55,21.35,0.1999999999999993,0.94,4282.16,9739.55
688480.SH,2023-01-19,21.71,23.95,21.56,22.56,21.55,1.009999999999998,4.69,26572.42,64439.166
688480.SH,2023-01-20,23.29,24.44,22.6,24.28,22.56,1.7200000000000024,7.62,21671.43,54506.933
688480.SH,2023-01-30,24.18,24.85,24.12,24.21,24.28,-0.07000000000000028,-0.29,15272.57,39595.892
688480.SH,2023-01-31,24.12,24.34,23.54,23.71,24.21,-0.5,-2.07,11417.73,28809.295
688480.SH,2023-02-01,23.47,24.94,23.47,24.68,23.71,0.9699999999999989,4.09,13571.72,35263.591
688480.SH,2023-02-02,24.87,25.63,24.49,24.7,24.68,0.019999999999999574,0.08,14282.61,37782.127
688480.SH,2023-02-03,24.59,25.52,24.48,24.87,24.7,0.1700000000000017,0.69,10241.19,26937.834
688480.SH,2023-02-06,24.66,25.44,24.66,25.35,24.87,0.4800000000000004,1.93,9125.68,24261.059
688480.SH,2023-02-07,25.35,25.52,24.54,24.93,25.35,-0.4200000000000017,-1.66,9225.62,24217.766
688480.SH,2023-02-08,24.97,25.62,24.59,25.07,24.93,0.14000000000000057,0.56,7307.04,19510.471
688480.SH,2023-02-09,24.97,25.4,24.65,25.24,25.07,0.16999999999999815,0.68,8416.29,22275.747
